School,Sex,Age,Area Type,Family Size,Parents Cohabitation,Mother's Education,Father's Education,Mother's Job,Fathers's Job,Reason,Guardian,Study Time,Failed,Extra School Support,Extra Paid Courses,Extra Activities,Attended Nursery School,Wants Higher Education,Internet Access,In a Romantic Relation,Family Relation,Free Time,Go Out,Workday Alcohol Consumption,Weekly Alcohol Consumption,Health Status,# of Class Absent
Gabriel Pereira,Female,18,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Services,Close to Home,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Normal,Normal,Very Low,Very Low,Normal,0
Gabriel Pereira,Male,18,Rural,Less or Equal to 3,Apart,Secondary,Higher,other,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Good,Low,Very High,Normal,High,Very Low,13
Gabriel Pereira,Male,17,Urban,More than 3,Together,Secondary,Primary,Services,Other,Other,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Excellent,High,High,Normal,High,Very High,2
Gabriel Pereira,Female,18,Rural,More than 3,Together,Higher,Higher,Teacher,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Good,Normal,High,Low,Low,High,8
Gabriel Pereira,Male,18,Urban,More than 3,Together,Higher,5th to 9th grade,Health,Other,School Reputation,Father,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Excellent,High,Very High,Very Low,Normal,Very High,10
Gabriel Pereira,Female,18,Rural,More than 3,Together,5th to 9th grade,Primary,other,Other,School Reputation,Mother,2 to 5 hours,0,no,no,no,yes,no,yes,yes,Good,Normal,Very High,Very Low,Low,Normal,0
Gabriel Pereira,Female,19,Urban,More than 3,Together,Secondary,Secondary,other,Services,Close to Home,Other,2 to 5 hours,2,no,yes,yes,yes,yes,yes,no,Good,Normal,Very High,Normal,Normal,Very High,15
Gabriel Pereira,Female,18,Urban,More than 3,Together,5th to 9th grade,Secondary,other,Services,School Reputation,Father,More than 10 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Very High,Very High,Very Low,Normal,Low,4
Gabriel Pereira,Female,18,Urban,Less or Equal to 3,Together,Primary,Primary,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,no,yes,no,no,Good,High,Normal,Very Low,Very Low,Normal,2
Gabriel Pereira,Male,17,Rural,More than 3,Together,Primary,5th to 9th grade,At Home,At Home,Close to Home,Mother,2 to 5 hours,0,no,yes,yes,no,yes,no,yes,Normal,Very High,Low,Low,Low,Very Low,2
Gabriel Pereira,Female,17,Urban,More than 3,Together,5th to 9th grade,Higher,At Home,Health,School Reputation,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Good,Normal,Normal,Very Low,Very Low,Very Low,2
Gabriel Pereira,Female,17,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,Services,Other,Course Preference,Mother,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,Good,High,High,Low,Normal,Very High,6
Gabriel Pereira,Female,18,Rural,More than 3,Apart,Secondary,5th to 9th grade,other,Services,Close to Home,Mother,2 to 5 hours,0,no,no,no,no,no,yes,yes,Good,Very Low,Very Low,Very Low,Very Low,Very High,75
Gabriel Pereira,Male,18,Urban,More than 3,Together,Higher,Higher,Teacher,Services,Close to Home,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,yes,no,Normal,Low,High,Very Low,High,Normal,22
Gabriel Pereira,Female,18,Urban,More than 3,Together,Higher,Higher,Health,Health,School Reputation,Father,2 to 5 hours,1,yes,no,yes,yes,yes,yes,yes,Bad,High,High,Very Low,Very Low,High,15
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Together,Higher,Secondary,Teacher,Services,Course Preference,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,yes,no,Good,Low,Normal,Very Low,Low,Very Low,8
Gabriel Pereira,Male,17,Urban,Less or Equal to 3,Apart,Higher,Primary,Services,Other,Close to Home,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Very High,High,Low,High,Very High,30
Gabriel Pereira,Male,17,Urban,Less or Equal to 3,Apart,Secondary,5th to 9th grade,Teacher,Services,Close to Home,Mother,Less than 2 hours,1,no,no,no,yes,yes,yes,no,Good,High,High,Normal,High,Normal,19
Gabriel Pereira,Female,18,Rural,Less or Equal to 3,Together,Primary,Primary,At Home,Other,School Reputation,Mother,More than 10 hours,0,no,yes,yes,yes,yes,no,no,Excellent,Low,Low,Very Low,Very Low,Normal,1
Gabriel Pereira,Female,18,Urban,More than 3,Together,Primary,Primary,other,Other,Close to Home,Mother,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,Excellent,High,High,Very Low,Very Low,High,4
Gabriel Pereira,Female,17,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,no,yes,yes,no,Excellent,High,Very High,Very Low,Low,Very High,4
Gabriel Pereira,Male,17,Urban,More than 3,Together,Primary,Primary,other,Other,School Reputation,Father,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Good,Normal,Normal,Very Low,Low,High,2
Gabriel Pereira,Female,18,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,At Home,Other,Mother,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,Good,Normal,Normal,Very Low,Low,Low,5
Gabriel Pereira,Female,17,Urban,More than 3,Together,Primary,Primary,Services,Teacher,School Reputation,Mother,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,Good,Normal,Normal,Very Low,Very Low,Normal,6
Gabriel Pereira,Male,18,Urban,More than 3,Together,5th to 9th grade,Primary,Services,Services,School Reputation,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,no,Good,Low,High,Very Low,Normal,Low,6
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Apart,Higher,Higher,Teacher,Teacher,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Excellent,High,Normal,Very Low,Very Low,Low,9
Gabriel Pereira,Male,18,Urban,More than 3,Together,Higher,5th to 9th grade,Teacher,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Normal,Low,Very Low,High,Very High,11
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Secondary,Health,Services,School Reputation,Mother,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,Good,Low,Low,Very Low,Low,Normal,0
Gabriel Pereira,Female,18,Urban,Less or Equal to 3,Together,5th to 9th grade,Primary,Services,At Home,School Reputation,Mother,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,Excellent,High,Normal,Very Low,Very Low,Very High,12
Gabriel Pereira,Female,17,Rural,Less or Equal to 3,Together,Secondary,Primary,Services,Other,School Reputation,Mother,More than 10 hours,0,no,yes,no,yes,yes,no,no,Normal,Very Low,Low,Very Low,Very Low,Normal,6
Gabriel Pereira,Male,18,Rural,Less or Equal to 3,Together,Secondary,5th to 9th grade,Services,Other,School Reputation,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,no,Excellent,High,Low,Very Low,Very Low,High,8
Gabriel Pereira,Male,17,Urban,More than 3,Together,Secondary,Secondary,Health,Other,Close to Home,Mother,Less than 2 hours,0,no,yes,no,yes,yes,yes,no,Good,High,Normal,Very Low,Normal,Very High,4
Gabriel Pereira,Female,19,Urban,More than 3,Together,Higher,Higher,Health,Other,School Reputation,Other,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Bad,Normal,High,Low,Normal,Low,0
Gabriel Pereira,Female,18,Urban,Less or Equal to 3,Together,Higher,Secondary,other,Other,Close to Home,Other,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Good,High,Very High,Very Low,Low,Low,10
Gabriel Pereira,Female,18,Urban,More than 3,Together,Higher,Secondary,other,Other,School Reputation,Father,More than 10 hours,0,no,yes,no,yes,yes,yes,no,Good,Normal,Normal,Very Low,Very Low,Normal,0
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Together,Higher,Higher,Teacher,Teacher,Close to Home,Mother,Less than 2 hours,0,no,yes,no,yes,yes,yes,yes,Very Bad,High,Low,Low,Low,Very Low,5
Gabriel Pereira,Female,18,Urban,Less or Equal to 3,Apart,Higher,Higher,Health,Other,Close to Home,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Good,Low,High,Very Low,Very Low,High,14
Gabriel Pereira,Male,17,Urban,Less or Equal to 3,Together,Higher,Higher,other,Teacher,Close to Home,Father,Less than 2 hours,0,no,yes,no,yes,yes,yes,no,Good,Very Low,Very Low,Low,Low,Very High,0
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,5th to 9th grade,other,Other,School Reputation,Mother,5 to 10 hours,0,no,yes,no,yes,yes,yes,no,Good,Normal,Normal,Very Low,Very Low,Normal,0
Gabriel Pereira,Female,17,Urban,More than 3,Together,Secondary,5th to 9th grade,Health,Health,School Reputation,Father,More than 10 hours,0,no,yes,yes,no,yes,yes,no,Excellent,Low,Low,Very Low,Low,Very High,0
Gabriel Pereira,Male,19,Urban,More than 3,Together,Secondary,Secondary,other,Other,Close to Home,Other,2 to 5 hours,1,no,no,yes,yes,yes,yes,yes,Good,High,High,Very Low,Very Low,Normal,20
Gabriel Pereira,Female,18,Urban,More than 3,Together,5th to 9th grade,Higher,Services,At Home,School Reputation,Other,2 to 5 hours,1,no,yes,yes,yes,yes,yes,no,Good,High,Normal,Very Low,Very Low,Normal,8
Gabriel Pereira,Male,20,Urban,More than 3,Apart,Secondary,5th to 9th grade,Services,Other,Course Preference,Other,Less than 2 hours,0,no,no,yes,yes,yes,no,no,Excellent,Very High,Normal,Very Low,Very Low,Very High,0
Gabriel Pereira,Male,19,Urban,More than 3,Together,Higher,Higher,Teacher,Services,School Reputation,Other,Less than 2 hours,1,no,yes,no,yes,yes,yes,yes,Good,Normal,High,Very Low,Very Low,High,38
Gabriel Pereira,Male,19,Rural,More than 3,Together,Secondary,Secondary,other,Services,School Reputation,Father,2 to 5 hours,1,no,no,yes,yes,yes,no,yes,Good,Very High,Normal,Very Low,Low,Very High,0
Gabriel Pereira,Female,19,Urban,Less or Equal to 3,Together,Primary,Primary,At Home,Other,School Reputation,Other,2 to 5 hours,1,yes,no,yes,no,yes,yes,no,Good,High,Normal,Very Low,Normal,Normal,18
Gabriel Pereira,Female,19,Urban,Less or Equal to 3,Together,Primary,5th to 9th grade,Services,Services,Close to Home,Other,2 to 5 hours,1,no,no,yes,no,yes,no,yes,Good,Low,High,Low,Low,Normal,0
Gabriel Pereira,Female,19,Urban,More than 3,Together,5th to 9th grade,Primary,At Home,Other,Other,Other,2 to 5 hours,0,no,no,no,yes,no,yes,yes,Normal,High,Very Low,Very Low,Very Low,Low,20
Gabriel Pereira,Male,19,Urban,More than 3,Together,Primary,5th to 9th grade,other,Services,Course Preference,Other,2 to 5 hours,1,no,no,no,no,yes,yes,no,Good,Very High,Low,Low,Low,High,3
Gabriel Pereira,Female,19,Urban,Less or Equal to 3,Together,Secondary,5th to 9th grade,Services,Other,School Reputation,Other,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,Good,Low,Low,Very Low,Low,Very Low,22
Gabriel Pereira,Female,19,Urban,More than 3,Together,Primary,Primary,At Home,Health,Close to Home,Other,5 to 10 hours,2,no,no,no,no,yes,yes,yes,Good,Very Low,Low,Very Low,Very Low,Normal,14
Gabriel Pereira,Female,19,Rural,More than 3,Together,5th to 9th grade,Secondary,other,Other,School Reputation,Other,5 to 10 hours,1,no,no,no,yes,yes,yes,yes,Good,Very Low,Low,Very Low,Very Low,Normal,40
Gabriel Pereira,Female,18,Urban,More than 3,Together,5th to 9th grade,Primary,Services,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Excellent,Normal,Normal,Very Low,Low,Very Low,0
Gabriel Pereira,Female,18,Urban,More than 3,Together,Higher,Secondary,other,Other,Course Preference,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Good,Normal,High,Very Low,Very Low,Very High,9
Gabriel Pereira,Female,17,Rural,More than 3,Together,Secondary,Higher,At Home,Services,Course Preference,Father,5 to 10 hours,0,no,yes,yes,no,yes,yes,no,Good,Normal,High,Low,Very High,Very High,0
Gabriel Pereira,Female,18,Urban,More than 3,Together,Higher,Higher,Teacher,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,High,High,Normal,Normal,Very High,2
Gabriel Pereira,Female,17,Urban,More than 3,Apart,Higher,Secondary,Services,Services,Course Preference,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Excellent,Low,Low,Very Low,Low,Very High,23
Gabriel Pereira,Female,17,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,yes,Good,Low,Low,Very Low,Very Low,Normal,12
Gabriel Pereira,Female,17,Rural,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,Services,Services,Course Preference,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,no,Normal,Normal,Low,Low,Low,Normal,3
Gabriel Pereira,Female,17,Urban,More than 3,Together,Secondary,Primary,Services,Services,Course Preference,Father,5 to 10 hours,0,no,no,no,no,yes,yes,no,Normal,High,Normal,Low,Normal,Very High,1
Gabriel Pereira,Female,17,Urban,Less or Equal to 3,Together,None,5th to 9th grade,At Home,At Home,Close to Home,Father,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Normal,Normal,Normal,Low,Normal,Low,0
Gabriel Pereira,Male,18,Urban,More than 3,Together,Higher,Higher,other,Other,Course Preference,Mother,5 to 10 hours,0,no,no,yes,yes,yes,yes,no,Good,Normal,Normal,Low,Low,Normal,3
Gabriel Pereira,Male,17,Urban,More than 3,Together,Secondary,Secondary,other,Services,School Reputation,Mother,Less than 2 hours,0,no,no,yes,no,yes,yes,no,Good,Normal,Very High,Normal,Very High,Very High,3
Gabriel Pereira,Male,17,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,Services,Other,Course Preference,Mother,Less than 2 hours,0,no,no,no,yes,yes,yes,no,Good,High,Very High,Very High,Very High,High,8
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Higher,Teacher,Services,Course Preference,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,no,Excellent,High,High,Very Low,Normal,High,7
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Higher,Teacher,Teacher,Course Preference,Mother,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,Good,Normal,Normal,Very Low,Low,High,4
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Course Preference,Mother,More than 10 hours,0,no,no,yes,yes,yes,yes,no,Good,Very High,Very High,Low,High,Very High,2
Gabriel Pereira,Female,17,Rural,More than 3,Together,5th to 9th grade,Higher,At Home,Other,Course Preference,Father,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Good,High,Normal,Very Low,Very Low,Very High,7
Gabriel Pereira,Female,18,Urban,More than 3,Together,Secondary,Secondary,Services,Services,Close to Home,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Excellent,Normal,High,Very Low,Very Low,High,0
Gabriel Pereira,Female,18,Urban,Less or Equal to 3,Together,5th to 9th grade,5th to 9th grade,other,Other,Close to Home,Other,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,Good,Normal,Normal,Very Low,Very Low,Low,0
Gabriel Pereira,Female,18,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Other,Course Preference,Mother,More than 10 hours,0,no,no,yes,yes,yes,no,no,Good,High,High,Very Low,Very Low,High,0
Gabriel Pereira,Female,17,Urban,More than 3,Together,Secondary,Higher,Services,Other,Course Preference,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Good,High,Very High,Very Low,Normal,Very High,16
Gabriel Pereira,Female,19,Rural,More than 3,Apart,Secondary,Primary,Services,At Home,Close to Home,Other,5 to 10 hours,1,no,yes,no,yes,yes,no,no,Excellent,High,Normal,Very Low,Low,Very High,12
Gabriel Pereira,Female,17,Urban,More than 3,Together,Secondary,5th to 9th grade,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Good,Normal,Low,Low,Normal,Low,0
Gabriel Pereira,Female,18,Urban,Less or Equal to 3,Together,Secondary,Secondary,Services,Services,Close to Home,Mother,More than 10 hours,0,no,no,no,yes,yes,yes,no,Excellent,Normal,Normal,Very Low,Very Low,Very Low,7
Gabriel Pereira,Female,17,Rural,More than 3,Apart,Secondary,5th to 9th grade,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,Normal,Normal,Low,Normal,Low,4
Gabriel Pereira,Female,19,Urban,More than 3,Together,5th to 9th grade,Primary,Services,Services,Close to Home,Other,5 to 10 hours,1,no,yes,yes,yes,yes,yes,yes,Good,Normal,High,Very Low,Normal,Normal,4
Gabriel Pereira,Male,18,Urban,More than 3,Together,Higher,Higher,Teacher,Services,Close to Home,Father,2 to 5 hours,1,no,no,yes,yes,yes,yes,no,Good,Normal,Normal,Low,Low,Low,0
Gabriel Pereira,Male,18,Urban,Less or Equal to 3,Together,Secondary,Higher,Services,Other,Close to Home,Mother,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Good,Normal,Normal,Very Low,Normal,Very High,11
Gabriel Pereira,Female,17,Urban,More than 3,Apart,5th to 9th grade,5th to 9th grade,At Home,At Home,Close to Home,Father,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,Normal,Normal,Very Low,Very Low,Low,High,0
Gabriel Pereira,Female,18,Urban,More than 3,Together,5th to 9th grade,Secondary,At Home,Other,Course Preference,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Good,Normal,Normal,Very Low,Low,Normal,4
Gabriel Pereira,Female,18,Urban,More than 3,Together,Secondary,5th to 9th grade,other,Services,Other,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Excellent,High,Normal,Low,Normal,Very Low,7
Gabriel Pereira,Male,18,Rural,More than 3,Together,Higher,Secondary,Teacher,Services,Course Preference,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Excellent,Normal,Low,Very Low,Low,High,9
Gabriel Pereira,Male,18,Urban,More than 3,Together,Higher,Secondary,Teacher,Other,Course Preference,Mother,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,Excellent,High,Very High,Low,Normal,Very High,0
Gabriel Pereira,Female,17,Urban,More than 3,Together,Higher,Secondary,Health,Other,School Reputation,Mother,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Good,High,Normal,Very Low,Normal,High,0
Mousinho da Silveira,Male,18,Rural,More than 3,Together,Secondary,5th to 9th grade,other,Other,Course Preference,Mother,Less than 2 hours,1,no,no,no,no,yes,yes,no,Bad,Very High,Very High,Very High,Very High,Very High,10
Mousinho da Silveira,Male,19,Rural,More than 3,Together,Primary,Primary,other,Services,Close to Home,Other,2 to 5 hours,3,no,no,no,yes,yes,yes,no,Excellent,High,High,Normal,Normal,Low,8
Mousinho da Silveira,Male,17,Urban,More than 3,Together,Secondary,Secondary,Health,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,Very High,High,Low,Normal,Normal,2
Mousinho da Silveira,Male,18,Urban,Less or Equal to 3,Together,Primary,Secondary,At Home,Services,Course Preference,Mother,Less than 2 hours,1,no,no,no,yes,no,yes,yes,Good,Normal,Normal,Low,Normal,Normal,7
Mousinho da Silveira,Male,19,Rural,More than 3,Together,Primary,Primary,other,Other,Close to Home,Other,Less than 2 hours,1,no,no,no,yes,yes,yes,no,Good,High,High,Normal,Normal,Very High,4
Mousinho da Silveira,Male,17,Rural,More than 3,Together,Higher,Secondary,Services,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Good,Very High,Very High,Very Low,Normal,Low,4
Mousinho da Silveira,Female,18,Urban,More than 3,Together,Secondary,Secondary,Services,Services,Course Preference,Father,2 to 5 hours,0,no,no,no,yes,yes,no,yes,Excellent,Normal,High,Very Low,Very Low,Very High,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Higher,Higher,Teacher,Services,Other,Father,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Good,Normal,Normal,Very Low,Low,Very High,4
Mousinho da Silveira,Female,17,Urban,Less or Equal to 3,Apart,Secondary,5th to 9th grade,Services,Other,School Reputation,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,yes,Very Bad,Low,Normal,Very Low,Low,Very High,2
Mousinho da Silveira,Male,18,Urban,Less or Equal to 3,Together,Primary,Primary,other,Services,Close to Home,Father,Less than 2 hours,0,no,no,no,no,yes,yes,yes,Normal,Normal,Low,Very Low,Low,Normal,4
Mousinho da Silveira,Female,18,Urban,Less or Equal to 3,Together,Primary,Primary,At Home,Services,Course Preference,Father,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Excellent,Normal,Low,Very Low,Very Low,High,0
Mousinho da Silveira,Female,18,Rural,Less or Equal to 3,Apart,Primary,Higher,At Home,Other,Course Preference,Mother,2 to 5 hours,0,no,no,no,yes,yes,no,yes,Good,Normal,High,Very Low,High,Very High,0
Mousinho da Silveira,Male,18,Rural,Less or Equal to 3,Together,Primary,Primary,At Home,Other,Other,Mother,2 to 5 hours,1,no,no,yes,no,no,no,no,Good,High,Normal,Low,Normal,Very High,2
Mousinho da Silveira,Female,18,Urban,More than 3,Together,Secondary,Secondary,Services,Services,Other,Mother,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Good,Normal,Low,Very Low,Normal,Normal,0
Mousinho da Silveira,Female,17,Urban,Less or Equal to 3,Together,Higher,Higher,At Home,At Home,Course Preference,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Bad,Normal,High,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Primary,5th to 9th grade,other,Services,Course Preference,Father,2 to 5 hours,0,no,no,no,no,yes,no,no,Normal,Low,Low,Very Low,Low,Normal,0
Mousinho da Silveira,Male,18,Rural,More than 3,Together,Primary,Secondary,At Home,Other,Course Preference,Mother,2 to 5 hours,0,no,yes,no,yes,yes,no,no,Normal,Normal,High,Low,High,Normal,4
Mousinho da Silveira,Male,18,Urban,Less or Equal to 3,Together,Higher,Higher,Teacher,Services,Other,Mother,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,Good,Low,Low,Low,Low,Very High,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Primary,Primary,other,Services,School Reputation,Mother,Less than 2 hours,1,no,yes,no,yes,yes,yes,yes,Excellent,Low,Very Low,Very Low,Low,Very Low,0
Mousinho da Silveira,Female,18,Urban,More than 3,Together,5th to 9th grade,Secondary,At Home,Services,Course Preference,Father,Less than 2 hours,0,no,yes,no,yes,yes,yes,yes,Excellent,Low,Normal,Very Low,Low,High,0
Mousinho da Silveira,Female,18,Rural,More than 3,Together,Higher,Higher,other,Teacher,Other,Father,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,Normal,Low,Low,High,Low,Very High,10
Mousinho da Silveira,Female,19,Urban,Less or Equal to 3,Together,Secondary,5th to 9th grade,Services,Services,Close to Home,Other,2 to 5 hours,2,no,no,yes,yes,yes,no,yes,Normal,Low,Low,Very Low,Very Low,Normal,4
Mousinho da Silveira,Male,18,Rural,Less or Equal to 3,Together,Primary,5th to 9th grade,At Home,Services,Other,Father,Less than 2 hours,0,no,yes,yes,yes,no,yes,yes,Good,Normal,Normal,Low,Normal,Normal,3
Mousinho da Silveira,Female,17,Urban,More than 3,Together,5th to 9th grade,5th to 9th grade,other,At Home,Close to Home,Mother,5 to 10 hours,0,no,no,yes,yes,yes,no,yes,Normal,High,Normal,Very Low,Very Low,Normal,8
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Primary,5th to 9th grade,other,Other,Course Preference,Mother,Less than 2 hours,0,no,no,yes,yes,yes,yes,no,Normal,Very High,Very High,Very Low,Normal,Very Low,14
Mousinho da Silveira,Female,18,Rural,Less or Equal to 3,Together,Higher,Higher,other,Other,School Reputation,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Excellent,High,High,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,18,Rural,More than 3,Together,Primary,Primary,other,Other,Close to Home,Mother,5 to 10 hours,0,no,no,no,yes,yes,yes,no,Good,Normal,Low,Very Low,Low,High,2
Mousinho da Silveira,Female,20,Urban,More than 3,Together,Higher,5th to 9th grade,Health,Other,Course Preference,Other,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,Excellent,High,Normal,Very Low,Very Low,Normal,4
Mousinho da Silveira,Female,18,Rural,Less or Equal to 3,Together,Higher,Higher,Teacher,Services,Course Preference,Mother,2 to 5 hours,0,no,yes,yes,yes,yes,yes,no,Excellent,High,Normal,Normal,High,Low,4
Mousinho da Silveira,Female,18,Urban,More than 3,Together,Secondary,Secondary,other,Other,Close to Home,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Good,Very Low,Normal,Very Low,Low,Very Low,0
Mousinho da Silveira,Female,17,Rural,More than 3,Together,Secondary,Primary,At Home,Other,School Reputation,Mother,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,Good,Very High,High,Low,Normal,Very Low,17
Mousinho da Silveira,Male,18,Urban,More than 3,Together,Higher,Higher,Teacher,Teacher,Close to Home,Father,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,Normal,Low,High,Very Low,High,Low,4
Mousinho da Silveira,Male,18,Rural,More than 3,Together,5th to 9th grade,Primary,other,Other,Other,Mother,Less than 2 hours,0,no,no,yes,no,yes,yes,yes,Good,High,Normal,Very Low,Normal,Very High,5
Mousinho da Silveira,Male,17,Urban,More than 3,Together,5th to 9th grade,Secondary,other,Services,Close to Home,Father,2 to 5 hours,0,no,no,yes,yes,yes,yes,no,Good,High,Normal,Very Low,Very Low,Normal,2
Mousinho da Silveira,Male,19,Rural,More than 3,Together,Primary,Primary,other,Services,Other,Mother,Less than 2 hours,1,no,no,no,yes,yes,no,no,Good,Normal,Low,Very Low,Normal,Very High,0
Mousinho da Silveira,Male,18,Rural,More than 3,Together,Higher,5th to 9th grade,other,Other,Close to Home,Father,Less than 2 hours,1,no,yes,no,yes,yes,no,no,Excellent,High,Normal,High,Normal,Normal,14
Mousinho da Silveira,Female,18,Rural,More than 3,Together,5th to 9th grade,5th to 9th grade,At Home,Other,Other,Mother,5 to 10 hours,0,no,yes,no,yes,yes,no,no,Excellent,Normal,Normal,Very Low,Normal,High,2
Mousinho da Silveira,Female,18,Rural,More than 3,Together,Higher,Higher,Teacher,At Home,School Reputation,Mother,Less than 2 hours,0,no,yes,yes,yes,yes,yes,yes,Good,High,Normal,Low,Low,Very High,7
Mousinho da Silveira,Female,19,Rural,More than 3,Together,5th to 9th grade,Secondary,Services,Other,Course Preference,Mother,5 to 10 hours,1,no,no,yes,no,yes,yes,no,Excellent,High,Low,Very Low,Low,Very High,0
Mousinho da Silveira,Female,18,Urban,Less or Equal to 3,Together,Secondary,Primary,Teacher,Services,Course Preference,Mother,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,Good,Normal,High,Very Low,Very Low,Very Low,0
Mousinho da Silveira,Female,18,Urban,More than 3,Together,Primary,Primary,other,Other,Course Preference,Mother,2 to 5 hours,1,no,no,yes,yes,yes,no,no,Very Bad,Very Low,Very Low,Very Low,Very Low,Very High,0
